Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
EMP1442,45,Prefer not to say,HR,Manufacturing,16,Remote,22,1,3
EMP1443,33,Male,HR,Manufacturing,24,Hybrid,37,8,1
EMP1444,37,Non-binary,Software Engineer,Manufacturing,27,Hybrid,28,13,1
EMP1445,29,Non-binary,Data Scientist,IT,23,Remote,56,7,3
EMP1446,51,Female,Designer,Retail,34,Hybrid,36,9,3
EMP1447,43,Prefer not to say,Data Scientist,Finance,32,Hybrid,35,1,2
EMP1448,49,Non-binary,Designer,IT,14,Hybrid,41,10,1
EMP1449,28,Female,Sales,Healthcare,23,Remote,40,13,1
EMP1450,28,Female,Marketing,IT,14,Hybrid,37,10,1
EMP1451,23,Prefer not to say,Designer,Finance,1,Onsite,27,12,3
EMP1452,32,Male,Project Manager,IT,22,Hybrid,51,11,3
EMP1453,58,Male,Sales,Retail,27,Remote,35,4,1
EMP1454,57,Male,Marketing,Consulting,20,Onsite,46,7,5
EMP1455,27,Female,Designer,Consulting,17,Onsite,50,7,2
EMP1456,40,Non-binary,Data Scientist,Retail,21,Remote,26,2,1
EMP1457,55,Male,Project Manager,Finance,11,Hybrid,38,14,5
EMP1458,54,Male,Project Manager,Healthcare,26,Onsite,57,2,4
EMP1459,54,Non-binary,Project Manager,Retail,14,Remote,26,15,4
EMP1460,26,Non-binary,Project Manager,Finance,24,Remote,41,11,1
EMP1461,48,Male,Project Manager,Retail,23,Remote,41,5,4
EMP1462,32,Male,Software Engineer,IT,6,Hybrid,25,9,4
EMP1463,52,Male,Project Manager,Consulting,35,Remote,56,10,4
EMP1464,57,Prefer not to say,Software Engineer,Education,7,Remote,43,8,2
EMP1465,36,Female,HR,Education,32,Remote,39,5,3
EMP1466,54,Prefer not to say,Designer,Healthcare,19,Remote,39,12,1
EMP1467,40,Prefer not to say,Data Scientist,IT,6,Onsite,53,4,2
EMP1468,49,Non-binary,Data Scientist,Consulting,29,Remote,27,6,2
EMP1469,24,Prefer not to say,Software Engineer,Retail,31,Onsite,47,10,1
EMP1470,54,Non-binary,Marketing,Manufacturing,8,Hybrid,29,14,4
EMP1471,35,Male,Software Engineer,Consulting,24,Remote,41,4,5
EMP1472,55,Non-binary,Project Manager,Healthcare,11,Remote,22,7,1
EMP1473,36,Female,Marketing,Healthcare,31,Onsite,41,13,5
EMP1474,43,Male,Software Engineer,Healthcare,29,Onsite,44,14,1
EMP1475,25,Prefer not to say,Sales,Consulting,24,Remote,57,14,3
EMP1476,42,Female,HR,Retail,5,Remote,43,2,3
EMP1477,24,Female,HR,Consulting,17,Hybrid,43,11,2
EMP1478,48,Female,Software Engineer,Retail,6,Onsite,20,4,1
EMP1479,47,Male,Marketing,Retail,21,Hybrid,55,11,3
EMP1480,54,Prefer not to say,Project Manager,IT,35,Hybrid,44,15,4
EMP1481,43,Non-binary,Designer,Retail,29,Hybrid,37,15,3
EMP1482,29,Prefer not to say,Marketing,Manufacturing,9,Remote,59,5,2
EMP1483,37,Male,Software Engineer,IT,27,Remote,43,11,3
EMP1484,39,Male,Project Manager,Manufacturing,4,Onsite,57,2,3
EMP1485,46,Female,Project Manager,Education,17,Onsite,51,3,2
EMP1486,44,Male,Data Scientist,Retail,35,Onsite,39,12,3
EMP1487,36,Non-binary,HR,Healthcare,14,Onsite,56,5,3
EMP1488,28,Non-binary,Data Scientist,Finance,30,Hybrid,53,6,1
EMP1489,23,Female,Marketing,IT,1,Hybrid,33,10,1
EMP1490,60,Prefer not to say,HR,Retail,4,Remote,47,6,5
EMP1491,55,Prefer not to say,Project Manager,IT,35,Hybrid,42,2,3
EMP1492,34,Male,HR,Education,12,Remote,32,15,5
EMP1493,30,Prefer not to say,Software Engineer,Finance,17,Onsite,58,4,5
EMP1494,26,Female,Designer,Education,17,Onsite,46,5,1
EMP1495,44,Male,Data Scientist,Retail,10,Onsite,29,7,3
EMP1496,24,Prefer not to say,HR,IT,3,Remote,39,6,1
EMP1497,59,Male,Designer,Healthcare,15,Hybrid,24,8,4
EMP1498,60,Male,HR,Consulting,32,Onsite,30,0,3
EMP1499,32,Female,HR,Consulting,14,Remote,37,8,2
EMP1500,49,Prefer not to say,Software Engineer,Consulting,26,Onsite,32,13,4
EMP1501,36,Female,Software Engineer,IT,4,Onsite,49,12,4
EMP1502,40,Female,Software Engineer,Manufacturing,27,Onsite,24,7,5
EMP1503,49,Non-binary,Designer,Finance,11,Hybrid,20,9,2
EMP1504,26,Female,Software Engineer,Consulting,22,Onsite,41,4,3
EMP1505,49,Prefer not to say,Software Engineer,Finance,8,Hybrid,27,0,5
EMP1506,60,Prefer not to say,Designer,Manufacturing,28,Onsite,43,12,2
EMP1507,42,Male,HR,IT,10,Onsite,34,8,3
EMP1508,28,Female,Designer,Consulting,35,Remote,20,8,5
EMP1509,45,Prefer not to say,Software Engineer,Finance,19,Remote,49,11,3
EMP1510,27,Prefer not to say,Software Engineer,Finance,17,Remote,39,1,3
EMP1511,44,Female,Software Engineer,Healthcare,12,Hybrid,56,15,3
EMP1512,28,Male,Marketing,Retail,23,Onsite,55,12,4
EMP1513,43,Male,Marketing,Retail,19,Remote,59,15,4
EMP1514,24,Non-binary,Designer,Manufacturing,21,Hybrid,33,6,5
EMP1515,53,Female,Data Scientist,IT,31,Onsite,42,13,3
EMP1516,41,Prefer not to say,Data Scientist,IT,4,Remote,22,4,1
EMP1517,59,Male,Data Scientist,IT,8,Onsite,42,11,1
EMP1518,45,Female,Data Scientist,Healthcare,20,Remote,31,14,3
EMP1519,26,Non-binary,HR,Finance,2,Remote,40,9,3
EMP1520,52,Prefer not to say,Software Engineer,Manufacturing,17,Remote,20,5,4
EMP1521,48,Prefer not to say,Software Engineer,Consulting,25,Onsite,28,1,3
EMP1522,22,Prefer not to say,Data Scientist,IT,23,Onsite,35,13,1
EMP1523,41,Non-binary,Marketing,Manufacturing,4,Remote,60,11,1
EMP1524,50,Non-binary,Project Manager,Retail,9,Onsite,58,7,3
EMP1525,29,Female,Data Scientist,Finance,16,Remote,28,0,3
EMP1526,27,Male,Software Engineer,IT,29,Remote,44,14,2
EMP1527,43,Prefer not to say,Project Manager,Consulting,14,Onsite,50,4,5
EMP1528,51,Non-binary,Designer,Finance,25,Remote,60,1,4
EMP1529,47,Female,Project Manager,Finance,6,Hybrid,53,5,5
EMP1530,44,Male,Software Engineer,IT,17,Remote,36,7,4
EMP1531,44,Prefer not to say,HR,Retail,21,Hybrid,24,0,3
EMP1532,43,Female,HR,Retail,5,Remote,25,0,3
EMP1533,22,Female,Designer,Consulting,20,Remote,47,8,5
EMP1534,40,Prefer not to say,Marketing,Consulting,11,Remote,50,10,4
EMP1535,34,Non-binary,Project Manager,IT,10,Hybrid,40,11,5
EMP1536,59,Female,Software Engineer,Finance,22,Onsite,39,11,1
EMP1537,26,Female,Project Manager,Consulting,2,Onsite,54,12,4
EMP1538,40,Male,Software Engineer,Manufacturing,24,Hybrid,44,9,3
EMP1539,47,Female,Data Scientist,Retail,2,Remote,33,3,2
EMP1540,54,Female,Sales,Healthcare,23,Hybrid,25,8,5
EMP1541,26,Male,Software Engineer,IT,3,Onsite,33,8,2
EMP1542,52,Non-binary,HR,Education,25,Remote,31,7,3
EMP1543,38,Male,Designer,Education,12,Remote,36,1,3
EMP1544,34,Non-binary,Sales,Consulting,22,Remote,35,9,2
EMP1545,39,Prefer not to say,Project Manager,Finance,22,Remote,24,12,2
EMP1546,60,Non-binary,Project Manager,Manufacturing,33,Hybrid,50,7,3
EMP1547,24,Female,Sales,Retail,6,Hybrid,30,11,3
EMP1548,49,Prefer not to say,Marketing,Consulting,30,Onsite,38,3,3
EMP1549,45,Non-binary,Designer,Consulting,1,Onsite,40,5,1
EMP1550,28,Male,Project Manager,Retail,19,Remote,40,9,3
EMP1551,34,Female,Data Scientist,IT,1,Remote,29,2,5
EMP1552,27,Non-binary,Sales,Manufacturing,30,Onsite,42,11,1
EMP1553,35,Female,Sales,Consulting,35,Hybrid,50,3,4
EMP1554,47,Prefer not to say,Software Engineer,Retail,4,Remote,23,13,4
EMP1555,51,Prefer not to say,Data Scientist,Retail,6,Remote,31,10,3
EMP1556,25,Prefer not to say,Sales,IT,12,Onsite,44,9,4
EMP1557,36,Female,Data Scientist,Retail,2,Hybrid,27,6,4
EMP1558,47,Female,Software Engineer,Education,26,Remote,59,15,3
EMP1559,60,Male,Software Engineer,IT,33,Onsite,36,4,3
EMP1560,25,Female,Data Scientist,Finance,13,Hybrid,26,8,4
EMP1561,26,Female,Designer,Retail,17,Onsite,32,9,3
EMP1562,55,Male,Marketing,Consulting,6,Hybrid,23,11,4
EMP1563,31,Non-binary,Marketing,Manufacturing,2,Hybrid,30,9,3
EMP1564,36,Male,Data Scientist,Manufacturing,1,Onsite,24,0,5
EMP1565,23,Non-binary,HR,Education,33,Remote,37,6,5
EMP1566,56,Male,Data Scientist,Education,8,Onsite,41,15,1
EMP1567,36,Non-binary,Marketing,Finance,33,Remote,42,9,2
EMP1568,33,Female,Project Manager,Manufacturing,16,Remote,34,9,3
EMP1569,50,Prefer not to say,Sales,Manufacturing,32,Hybrid,54,8,2
EMP1570,29,Prefer not to say,Sales,Education,8,Hybrid,29,8,2
EMP1571,55,Non-binary,HR,Finance,8,Hybrid,58,14,1
EMP1572,34,Non-binary,Designer,Consulting,33,Onsite,57,6,5
EMP1573,48,Non-binary,Sales,Finance,23,Remote,39,3,3
EMP1574,51,Female,Data Scientist,Retail,24,Hybrid,50,5,1
EMP1575,31,Non-binary,Designer,Finance,27,Onsite,42,4,4
EMP1576,22,Prefer not to say,Marketing,Manufacturing,8,Hybrid,35,2,1
EMP1577,23,Male,Designer,Finance,7,Remote,54,10,5
EMP1578,55,Prefer not to say,Data Scientist,Consulting,22,Hybrid,36,8,2
EMP1579,52,Prefer not to say,Project Manager,IT,16,Remote,26,12,4
EMP1580,47,Prefer not to say,Data Scientist,Education,14,Onsite,55,14,4
EMP1581,46,Male,HR,Finance,14,Onsite,23,8,1
EMP1582,28,Non-binary,Sales,Consulting,23,Remote,43,10,2
EMP1583,57,Prefer not to say,Software Engineer,Retail,17,Hybrid,44,13,3
EMP1584,26,Female,Software Engineer,Healthcare,18,Remote,36,9,5
EMP1585,39,Non-binary,Marketing,IT,19,Remote,59,15,1
EMP1586,54,Non-binary,Designer,Manufacturing,27,Remote,24,2,2
EMP1587,25,Prefer not to say,HR,Education,8,Remote,40,6,2
EMP1588,40,Prefer not to say,HR,Manufacturing,23,Hybrid,30,0,1
EMP1589,56,Non-binary,Sales,Retail,34,Remote,51,9,1
EMP1590,32,Female,HR,Consulting,15,Hybrid,37,10,5
EMP1591,34,Non-binary,Project Manager,Education,30,Remote,54,11,4
EMP1592,57,Male,Designer,Education,14,Onsite,27,4,1
EMP1593,54,Prefer not to say,Software Engineer,Consulting,26,Onsite,35,13,1
EMP1594,29,Non-binary,HR,IT,6,Hybrid,58,15,1
EMP1595,45,Prefer not to say,Data Scientist,Education,24,Onsite,22,0,1
EMP1596,40,Male,Project Manager,IT,16,Hybrid,59,9,5
EMP1597,42,Non-binary,Marketing,Manufacturing,23,Hybrid,22,8,3
EMP1598,40,Prefer not to say,Marketing,Finance,14,Onsite,43,12,2
EMP1599,46,Female,Sales,Healthcare,4,Onsite,57,0,5
EMP1600,26,Prefer not to say,Project Manager,IT,29,Hybrid,56,1,4
EMP1601,33,Female,Sales,Finance,29,Remote,45,4,5
EMP1602,38,Male,Marketing,IT,34,Remote,40,6,3
EMP1603,57,Prefer not to say,HR,Education,27,Remote,56,11,1
EMP1604,37,Male,Software Engineer,Healthcare,20,Onsite,45,7,1
EMP1605,37,Female,Sales,Education,10,Hybrid,35,12,5
EMP1606,24,Prefer not to say,Marketing,Finance,18,Onsite,47,9,3
EMP1607,39,Prefer not to say,HR,Finance,32,Onsite,59,7,1
EMP1608,23,Female,Project Manager,Education,13,Hybrid,27,0,2
EMP1609,55,Prefer not to say,Designer,Manufacturing,19,Remote,22,2,5
EMP1610,53,Non-binary,Data Scientist,Manufacturing,20,Remote,23,13,3
EMP1611,37,Male,Project Manager,Manufacturing,24,Remote,60,5,4
EMP1612,29,Non-binary,HR,IT,5,Remote,40,14,5
EMP1613,51,Prefer not to say,Software Engineer,Education,26,Hybrid,60,1,2
EMP1614,38,Prefer not to say,HR,Retail,28,Hybrid,41,5,3
EMP1615,22,Male,Designer,Healthcare,25,Onsite,41,7,4
EMP1616,51,Prefer not to say,Project Manager,IT,29,Onsite,26,13,5
EMP1617,32,Male,HR,Finance,30,Hybrid,50,2,1
EMP1618,24,Male,Designer,Finance,19,Hybrid,26,2,4
EMP1619,39,Prefer not to say,HR,Finance,10,Hybrid,29,12,5
EMP1620,34,Non-binary,Designer,Healthcare,7,Onsite,28,4,1
EMP1621,47,Male,Sales,Manufacturing,11,Remote,22,8,3
EMP1622,44,Female,Data Scientist,Finance,23,Remote,52,12,5
EMP1623,35,Non-binary,HR,Finance,6,Remote,51,0,2
EMP1624,41,Female,Project Manager,Healthcare,29,Hybrid,24,2,2
EMP1625,34,Non-binary,Project Manager,Retail,21,Onsite,41,6,2
EMP1626,57,Male,Software Engineer,Education,26,Onsite,37,11,4
EMP1627,31,Prefer not to say,Designer,Consulting,7,Onsite,53,1,4
EMP1628,41,Prefer not to say,Designer,Healthcare,18,Onsite,29,6,4
EMP1629,37,Male,HR,Retail,13,Hybrid,49,9,2
EMP1630,38,Prefer not to say,Data Scientist,Consulting,26,Remote,54,15,5
EMP1631,53,Prefer not to say,Project Manager,Manufacturing,2,Remote,21,1,4
EMP1632,50,Male,Sales,Finance,18,Onsite,20,2,3
EMP1633,30,Male,Data Scientist,Manufacturing,7,Onsite,25,2,4
EMP1634,50,Non-binary,Marketing,Retail,1,Hybrid,24,2,5
EMP1635,55,Male,Software Engineer,Consulting,3,Remote,51,2,4
EMP1636,35,Male,Marketing,Manufacturing,8,Hybrid,59,11,3
EMP1637,53,Prefer not to say,HR,Manufacturing,5,Onsite,21,5,3
EMP1638,49,Prefer not to say,Designer,IT,9,Hybrid,34,3,3
EMP1639,34,Male,Project Manager,Retail,30,Onsite,46,9,4
EMP1640,44,Non-binary,Software Engineer,Consulting,20,Remote,32,4,3
EMP1641,58,Prefer not to say,HR,Finance,31,Hybrid,25,12,3
EMP1642,28,Prefer not to say,Data Scientist,Retail,7,Remote,51,10,1
EMP1643,46,Female,HR,Consulting,28,Onsite,31,6,1
EMP1644,50,Female,Sales,Manufacturing,3,Hybrid,41,11,5
EMP1645,39,Male,Designer,Manufacturing,33,Onsite,54,8,3
EMP1646,37,Non-binary,Project Manager,Retail,29,Remote,53,5,1
EMP1647,60,Male,Software Engineer,IT,15,Hybrid,60,15,1
EMP1648,58,Male,Software Engineer,Finance,8,Remote,47,13,5
EMP1649,47,Non-binary,Designer,Consulting,8,Hybrid,55,9,3
EMP1650,49,Female,Data Scientist,Retail,16,Remote,37,3,2
EMP1651,58,Male,Marketing,IT,4,Hybrid,42,14,1
EMP1652,47,Female,HR,IT,16,Onsite,40,3,1
EMP1653,30,Non-binary,Marketing,Education,22,Onsite,21,6,4
EMP1654,25,Female,Software Engineer,Consulting,26,Onsite,38,8,5
EMP1655,35,Prefer not to say,HR,Manufacturing,35,Remote,20,0,3
EMP1656,53,Non-binary,Data Scientist,Retail,6,Onsite,44,6,3
EMP1657,32,Female,Software Engineer,Consulting,23,Hybrid,24,9,4
EMP1658,37,Male,Designer,Consulting,10,Remote,48,14,1
EMP1659,40,Prefer not to say,HR,IT,1,Hybrid,60,6,3
EMP1660,40,Male,Software Engineer,IT,29,Hybrid,26,3,3
EMP1661,58,Female,Project Manager,IT,22,Hybrid,24,13,3
EMP1662,47,Male,Designer,Healthcare,10,Hybrid,41,14,3
EMP1663,57,Male,HR,IT,1,Onsite,27,6,2
EMP1664,38,Non-binary,Designer,Education,1,Onsite,38,4,4
EMP1665,39,Female,Project Manager,IT,31,Hybrid,41,14,4
EMP1666,37,Female,Designer,Finance,24,Remote,20,9,4
EMP1667,41,Female,Software Engineer,Retail,24,Onsite,22,4,3
EMP1668,34,Female,Designer,IT,3,Hybrid,22,1,1
EMP1669,28,Prefer not to say,Data Scientist,Education,23,Remote,24,11,5
EMP1670,30,Prefer not to say,Data Scientist,IT,4,Hybrid,50,2,3
EMP1671,37,Prefer not to say,HR,Healthcare,27,Hybrid,25,2,3
EMP1672,46,Non-binary,Sales,Education,35,Onsite,35,7,5
EMP1673,38,Male,Project Manager,Manufacturing,19,Remote,40,8,4
EMP1674,58,Male,Marketing,Retail,17,Onsite,50,10,4
EMP1675,37,Non-binary,Data Scientist,Manufacturing,30,Onsite,51,15,4
EMP1676,44,Non-binary,Data Scientist,Consulting,24,Hybrid,52,2,2
EMP1677,45,Male,Sales,Healthcare,25,Onsite,42,14,4
EMP1678,41,Non-binary,Software Engineer,Manufacturing,14,Onsite,23,15,1
EMP1679,45,Male,Project Manager,Education,11,Onsite,26,12,5
EMP1680,43,Female,Designer,Consulting,27,Hybrid,44,15,1
EMP1681,37,Prefer not to say,Sales,Healthcare,28,Onsite,44,7,4
EMP1682,35,Non-binary,Project Manager,Manufacturing,7,Onsite,56,11,5
EMP1683,37,Non-binary,Sales,Finance,11,Hybrid,21,3,2
EMP1684,52,Non-binary,Software Engineer,Healthcare,7,Hybrid,29,4,5
EMP1685,47,Male,Software Engineer,Retail,33,Onsite,23,9,3
EMP1686,44,Prefer not to say,Software Engineer,Healthcare,24,Remote,34,4,5
EMP1687,43,Female,Sales,Healthcare,24,Onsite,55,7,1
EMP1688,41,Female,Sales,Education,26,Onsite,51,12,2
EMP1689,60,Prefer not to say,Software Engineer,Manufacturing,8,Hybrid,53,10,3
EMP1690,51,Prefer not to say,Sales,Manufacturing,14,Remote,53,7,5
EMP1691,35,Female,Software Engineer,IT,10,Hybrid,44,0,4
EMP1692,53,Non-binary,Marketing,Retail,27,Hybrid,33,5,3
EMP1693,50,Prefer not to say,Software Engineer,IT,32,Remote,34,4,5
EMP1694,23,Female,Sales,Manufacturing,8,Onsite,38,15,5
EMP1695,36,Female,Project Manager,Retail,12,Onsite,29,5,1
EMP1696,57,Prefer not to say,Project Manager,IT,13,Remote,38,13,1
EMP1697,57,Female,Designer,Healthcare,23,Onsite,41,0,4
EMP1698,31,Prefer not to say,Sales,Retail,10,Remote,33,4,3
EMP1699,43,Non-binary,Sales,Finance,13,Onsite,44,11,4
EMP1700,41,Non-binary,Project Manager,Healthcare,13,Remote,38,1,5
EMP1701,24,Male,Data Scientist,Retail,23,Onsite,43,1,3
EMP1702,50,Female,HR,Manufacturing,12,Remote,41,15,2
EMP1703,46,Male,Software Engineer,Healthcare,28,Remote,50,2,4
EMP1704,56,Non-binary,Project Manager,Manufacturing,3,Remote,47,15,2
EMP1705,34,Prefer not to say,Software Engineer,Manufacturing,6,Hybrid,36,15,3
EMP1706,47,Non-binary,Data Scientist,Retail,33,Remote,41,8,3
EMP1707,27,Female,Marketing,IT,1,Hybrid,52,7,4
EMP1708,51,Non-binary,Software Engineer,Consulting,32,Hybrid,32,4,1
EMP1709,27,Prefer not to say,Software Engineer,IT,3,Remote,40,6,5
EMP1710,45,Prefer not to say,Sales,Healthcare,18,Remote,23,14,1
EMP1711,54,Female,HR,Healthcare,31,Onsite,50,6,2
EMP1712,45,Male,Software Engineer,Consulting,28,Remote,30,13,5
EMP1713,38,Female,Project Manager,Manufacturing,10,Hybrid,25,0,3
EMP1714,33,Female,Software Engineer,Healthcare,13,Onsite,59,4,1
EMP1715,34,Female,Data Scientist,Healthcare,3,Hybrid,45,5,4
EMP1716,40,Prefer not to say,Designer,Manufacturing,28,Onsite,36,0,4
EMP1717,54,Female,Data Scientist,Healthcare,25,Onsite,36,3,1
EMP1718,53,Non-binary,Designer,Healthcare,4,Remote,49,3,1
EMP1719,56,Male,Designer,Healthcare,30,Hybrid,60,10,5
EMP1720,47,Male,HR,IT,31,Remote,32,14,2
EMP1721,39,Non-binary,Data Scientist,Finance,12,Onsite,39,6,4
EMP1722,31,Female,HR,Finance,33,Hybrid,35,3,4
EMP1723,22,Female,Sales,Finance,11,Remote,42,8,3
EMP1724,42,Male,Designer,Consulting,34,Hybrid,21,13,3
EMP1725,55,Prefer not to say,Software Engineer,Retail,16,Onsite,36,10,5
EMP1726,32,Prefer not to say,Project Manager,IT,32,Hybrid,38,12,3
EMP1727,34,Prefer not to say,Data Scientist,Consulting,31,Remote,42,7,3
EMP1728,29,Male,Project Manager,Healthcare,5,Hybrid,53,1,4
EMP1729,59,Non-binary,Software Engineer,IT,26,Remote,56,13,3
EMP1730,48,Prefer not to say,Project Manager,Education,9,Hybrid,28,3,1
EMP1731,45,Male,Software Engineer,Healthcare,24,Remote,34,13,5
EMP1732,38,Female,Software Engineer,Manufacturing,18,Hybrid,24,12,4
EMP1733,55,Non-binary,Sales,Finance,12,Hybrid,54,3,5
EMP1734,24,Male,Software Engineer,Retail,26,Onsite,35,10,1
EMP1735,29,Male,Designer,Education,4,Onsite,44,7,2
EMP1736,42,Prefer not to say,Designer,Finance,1,Hybrid,31,10,3
EMP1737,23,Prefer not to say,HR,Finance,7,Remote,54,14,3
EMP1738,48,Male,HR,Finance,23,Onsite,25,8,5
EMP1739,31,Non-binary,Marketing,Healthcare,18,Remote,54,0,3
EMP1740,33,Non-binary,Project Manager,Education,17,Remote,33,9,4
EMP1741,53,Prefer not to say,HR,IT,23,Onsite,42,6,3
EMP1742,52,Male,Project Manager,Healthcare,23,Hybrid,28,13,3
EMP1743,26,Non-binary,Designer,Retail,26,Onsite,46,10,4
EMP1744,25,Non-binary,Marketing,Finance,22,Onsite,29,0,3
EMP1745,59,Prefer not to say,Sales,Manufacturing,33,Hybrid,59,7,2
EMP1746,45,Female,Software Engineer,Consulting,24,Hybrid,28,2,1
EMP1747,24,Non-binary,Designer,Retail,23,Hybrid,32,9,5
EMP1748,26,Non-binary,Sales,Manufacturing,4,Hybrid,56,7,5
EMP1749,36,Male,HR,Finance,15,Remote,45,1,4
EMP1750,38,Prefer not to say,Sales,IT,18,Hybrid,23,3,2
EMP1751,38,Male,Marketing,Retail,28,Hybrid,21,7,1
EMP1752,50,Non-binary,Project Manager,Education,16,Onsite,30,6,2
EMP1753,58,Non-binary,Software Engineer,Healthcare,6,Remote,30,12,5
EMP1754,43,Male,Project Manager,Healthcare,30,Onsite,49,10,4
EMP1755,55,Female,Marketing,Consulting,3,Onsite,32,13,2
EMP1756,24,Female,Project Manager,Retail,23,Onsite,25,15,2
EMP1757,57,Male,Marketing,Healthcare,9,Onsite,41,10,5
EMP1758,36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,0,3
EMP1759,34,Female,HR,Finance,27,Hybrid,30,8,4
EMP1760,24,Female,Marketing,Consulting,4,Remote,44,15,2
EMP1761,24,Female,Project Manager,Manufacturing,3,Hybrid,53,3,4
EMP1762,24,Prefer not to say,Project Manager,IT,21,Remote,60,6,2
EMP1763,57,Non-binary,Sales,Education,3,Hybrid,22,7,5
EMP1764,39,Non-binary,HR,Finance,4,Remote,43,7,1
EMP1765,40,Female,Software Engineer,Healthcare,28,Onsite,60,9,4
EMP1766,37,Male,HR,Finance,27,Remote,36,15,1
EMP1767,23,Prefer not to say,Data Scientist,Finance,31,Hybrid,27,8,1
EMP1768,44,Non-binary,Marketing,IT,35,Onsite,59,5,3
EMP1769,46,Male,Marketing,IT,22,Hybrid,41,12,3
EMP1770,32,Male,Marketing,Retail,22,Hybrid,26,0,4
EMP1771,40,Prefer not to say,HR,Manufacturing,26,Hybrid,55,7,3
EMP1772,24,Non-binary,Data Scientist,Education,29,Hybrid,40,0,4
EMP1773,58,Female,Sales,IT,6,Remote,39,11,4
EMP1774,33,Male,Data Scientist,Retail,4,Hybrid,28,14,5
EMP1775,49,Non-binary,Marketing,Manufacturing,14,Remote,36,9,5
EMP1776,60,Prefer not to say,Designer,Manufacturing,21,Hybrid,24,4,5
EMP1777,44,Male,Project Manager,Education,30,Onsite,35,10,5
EMP1778,44,Male,Data Scientist,Education,6,Onsite,30,1,5
EMP1779,52,Prefer not to say,Software Engineer,Finance,20,Onsite,23,10,3
EMP1780,39,Female,Sales,Retail,32,Remote,48,6,3
EMP1781,23,Male,HR,Consulting,30,Remote,28,11,1
EMP1782,38,Non-binary,Software Engineer,Education,7,Onsite,38,13,1
EMP1783,44,Female,HR,Finance,3,Hybrid,42,2,4
EMP1784,36,Non-binary,HR,Education,35,Onsite,28,5,5
EMP1785,28,Prefer not to say,Data Scientist,Finance,9,Remote,25,2,3
EMP1786,28,Female,HR,Finance,25,Onsite,32,15,4
EMP1787,38,Male,Sales,Healthcare,18,Onsite,47,4,4
EMP1788,41,Non-binary,Software Engineer,Healthcare,11,Remote,42,8,1
EMP1789,25,Non-binary,Data Scientist,Consulting,15,Hybrid,27,14,1
EMP1790,37,Female,Sales,Retail,15,Onsite,25,7,1
EMP1791,39,Female,Sales,Education,17,Hybrid,41,9,2
EMP1792,39,Prefer not to say,Data Scientist,Manufacturing,4,Hybrid,33,12,3
EMP1793,25,Female,Data Scientist,IT,8,Remote,35,11,4
EMP1794,56,Prefer not to say,HR,Finance,8,Remote,34,3,3
EMP1795,50,Non-binary,Sales,Healthcare,16,Remote,49,12,2
EMP1796,34,Female,Project Manager,Manufacturing,12,Onsite,36,2,1
EMP1797,34,Non-binary,Project Manager,Retail,3,Remote,53,14,1
EMP1798,41,Prefer not to say,HR,Education,8,Hybrid,36,13,4
EMP1799,49,Non-binary,Marketing,Consulting,33,Hybrid,20,4,1
EMP1800,58,Male,Marketing,Education,5,Hybrid,31,10,2
EMP1801,51,Non-binary,HR,Consulting,20,Remote,34,12,3
EMP1802,43,Prefer not to say,Marketing,Manufacturing,4,Remote,20,4,2
EMP1803,43,Male,Project Manager,Finance,28,Onsite,28,12,3
EMP1804,55,Female,Sales,Education,16,Onsite,54,15,3
EMP1805,35,Female,Project Manager,Manufacturing,14,Hybrid,25,1,1
EMP1806,52,Non-binary,Sales,Consulting,1,Onsite,23,5,3
EMP1807,58,Male,Software Engineer,IT,21,Remote,48,11,5
